# Gene Family	dlab_reads_ALL_Abundance-CPM	mcav_reads_ALL_Abundance-CPM	ofav_reads_ALL_Abundance-CPM	pstr_reads_ALL_Abundance-CPM
2-DEHYDROPANTOATE-REDUCT-RXN: (expasy) 2-dehydropantoate 2-reductase [1.1.1.169]|g__Alteromonas.s__Alteromonas_macleodii	0.0543429	0.0	0.0	0.0
2-DEHYDROPANTOATE-REDUCT-RXN: (expasy) 2-dehydropantoate 2-reductase [1.1.1.169]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.1146546	0.0181597	0.0	0.4453226
2-DEHYDROPANTOATE-REDUCT-RXN: (expasy) 2-dehydropantoate 2-reductase [1.1.1.169]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.2593068	0.16718519999999998	0.0	0.477696
2-DEHYDROPANTOATE-REDUCT-RXN: (expasy) 2-dehydropantoate 2-reductase [1.1.1.169]|unclassified	0.1323862	0.0	0.0	0.258277
2-HALOACID-DEHALOGENASE-RXN: (expasy) AMBIGUOUS [3.8.1.10; 3.8.1.2]	0.0314085	0.0	0.0552603	0.0
2-HALOACID-DEHALOGENASE-RXN: (expasy) AMBIGUOUS [3.8.1.10; 3.8.1.2]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0314085	0.0	0.0	0.0
2-HALOACID-DEHALOGENASE-RXN: (expasy) AMBIGUOUS [3.8.1.10; 3.8.1.2]|unclassified	0.0	0.0	0.0552603	0.0
2-ISOPROPYLMALATESYN-RXN: (expasy) 2-isopropylmalate synthase [2.3.3.13]	1.1041933	1.5708735999999999	0.0	0.3013963
2-ISOPROPYLMALATESYN-RXN: (expasy) 2-isopropylmalate synthase [2.3.3.13]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0113706	0.0	0.0	0.0442741
2-ISOPROPYLMALATESYN-RXN: (expasy) 2-isopropylmalate synthase [2.3.3.13]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0877422	0.0	0.0	0.213215
2-ISOPROPYLMALATESYN-RXN: (expasy) 2-isopropylmalate synthase [2.3.3.13]|g__Paracoccus.s__Paracoccus_sp	0.0	0.0698208	0.0	0.0
2-ISOPROPYLMALATESYN-RXN: (expasy) 2-isopropylmalate synthase [2.3.3.13]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0746964	0.0	0.0	0.0
2-ISOPROPYLMALATESYN-RXN: (expasy) 2-isopropylmalate synthase [2.3.3.13]|unclassified	0.9303840999999999	1.5010527999999999	0.0	0.0439073
2-METHYLCITRATE-DEHYDRATASE-RXN: (expasy) 2-methylcitrate dehydratase [4.2.1.79]	0.0	0.108743	0.0	0.0
2-METHYLCITRATE-DEHYDRATASE-RXN: (expasy) 2-methylcitrate dehydratase [4.2.1.79]|unclassified	0.0	0.108743	0.0	0.0
2-METHYLCITRATE-SYNTHASE-RXN: (expasy) 2-methylcitrate synthase [2.3.3.5]	0.07962607999999999	0.2938524	0.0491369	0.0
2-METHYLCITRATE-SYNTHASE-RXN: (expasy) 2-methylcitrate synthase [2.3.3.5]|unclassified	0.07962607999999999	0.2938524	0.0491369	0.0
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN: (metacyc) 2-octaprenyl-6-hydroxyphenyl methylase [2.1.1.222]	0.25675169999999997	0.297599	0.0	0.124184
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN: (metacyc) 2-octaprenyl-6-hydroxyphenyl methylase [2.1.1.222]|g__Alteromonas.s__Alteromonas_macleodii	0.0457555	0.07581	0.0	0.0
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN: (metacyc) 2-octaprenyl-6-hydroxyphenyl methylase [2.1.1.222]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00851103	0.0221761	0.0	0.0375281
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN: (metacyc) 2-octaprenyl-6-hydroxyphenyl methylase [2.1.1.222]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0353402	0.0919444	0.0	0.086656
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN: (metacyc) 2-octaprenyl-6-hydroxyphenyl methylase [2.1.1.222]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0461001	0.0	0.0
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN: (metacyc) 2-octaprenyl-6-hydroxyphenyl methylase [2.1.1.222]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.11676210000000001	0.0	0.0	0.0
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN: (metacyc) 2-octaprenyl-6-hydroxyphenyl methylase [2.1.1.222]|unclassified	0.0503828	0.0615679	0.0	0.0
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]	0.4289845	0.16465269999999999	0.0	0.247968
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]|g__Alteromonas.s__Alteromonas_macleodii	0.049891	0.0	0.0	0.0
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00850426	0.0229371	0.0	0.0625101
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.134785	0.0452795	0.0	0.185457
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0964361	0.0	0.0
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0739211	0.0	0.0	0.0
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]|unclassified	0.1618824	0.0	0.0	0.0
2.1.1.100-RXN: (expasy) Protein-S-isoprenylcysteine O-methyltransferase [2.1.1.100]	0.0460829	0.0	0.0	0.0
2.1.1.100-RXN: (expasy) Protein-S-isoprenylcysteine O-methyltransferase [2.1.1.100]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0460829	0.0	0.0	0.0
2.1.1.127-RXN: (expasy) [Ribulose-bisphosphate carboxylase]-lysine N-methyltransferase [2.1.1.127]	0.0226265	0.0	0.0	0.0
2.1.1.127-RXN: (expasy) [Ribulose-bisphosphate carboxylase]-lysine N-methyltransferase [2.1.1.127]|unclassified	0.0226265	0.0	0.0	0.0
2.1.1.130-RXN: (expasy) Precorrin-2 C(20)-methyltransferase [2.1.1.130]	0.0981177	0.0	0.0	0.3171351
2.1.1.130-RXN: (expasy) Precorrin-2 C(20)-methyltransferase [2.1.1.130]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00928004	0.0	0.0	0.0469974
2.1.1.130-RXN: (expasy) Precorrin-2 C(20)-methyltransferase [2.1.1.130]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0470152	0.0	0.0	0.221332
2.1.1.130-RXN: (expasy) Precorrin-2 C(20)-methyltransferase [2.1.1.130]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0418224	0.0	0.0	0.0
2.1.1.130-RXN: (expasy) Precorrin-2 C(20)-methyltransferase [2.1.1.130]|unclassified	0.0	0.0	0.0	0.0488061
2.1.1.131-RXN: (expasy) Precorrin-3B C(17)-methyltransferase [2.1.1.131]	0.17623329999999998	0.0	0.0	0.11476
2.1.1.131-RXN: (expasy) Precorrin-3B C(17)-methyltransferase [2.1.1.131]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0901491	0.0	0.0	0.0
2.1.1.131-RXN: (expasy) Precorrin-3B C(17)-methyltransferase [2.1.1.131]|unclassified	0.0860842	0.0	0.0	0.11476
2.1.1.132-RXN: (expasy) Precorrin-6B C(5,15)-methyltransferase (decarboxylating) [2.1.1.132]	0.059126200000000004	0.813772	0.0	0.0
2.1.1.132-RXN: (expasy) Precorrin-6B C(5,15)-methyltransferase (decarboxylating) [2.1.1.132]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0300188	0.0	0.0	0.0
2.1.1.132-RXN: (expasy) Precorrin-6B C(5,15)-methyltransferase (decarboxylating) [2.1.1.132]|unclassified	0.0291074	0.813772	0.0	0.0
2.1.1.133-RXN: (expasy) Precorrin-4 C(11)-methyltransferase [2.1.1.133]	0.15928289999999998	0.133323	0.0	0.0
2.1.1.133-RXN: (expasy) Precorrin-4 C(11)-methyltransferase [2.1.1.133]|g__Prochlorococcus.s__Prochlorococcus_marinus	0.0266549	0.0	0.0	0.0
2.1.1.133-RXN: (expasy) Precorrin-4 C(11)-methyltransferase [2.1.1.133]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0763082	0.0	0.0	0.0
2.1.1.133-RXN: (expasy) Precorrin-4 C(11)-methyltransferase [2.1.1.133]|unclassified	0.0563198	0.133323	0.0	0.0
2.1.1.34-RXN: (expasy) tRNA (guanosine(18)-2'-O)-methyltransferase [2.1.1.34]	0.063973	0.0	0.0	0.0
2.1.1.34-RXN: (expasy) tRNA (guanosine(18)-2'-O)-methyltransferase [2.1.1.34]|g__Alteromonas.s__Alteromonas_macleodii	0.0289619	0.0	0.0	0.0
2.1.1.34-RXN: (expasy) tRNA (guanosine(18)-2'-O)-methyltransferase [2.1.1.34]|unclassified	0.0350111	0.0	0.0	0.0
2.1.1.63-RXN: (expasy) Methylated-DNA--[protein]-cysteine S-methyltransferase [2.1.1.63]	0.44653760000000003	0.0524792	0.0	0.15244265999999998
2.1.1.63-RXN: (expasy) Methylated-DNA--[protein]-cysteine S-methyltransferase [2.1.1.63]|g__Defluviitoga.s__Defluviitoga_tunisiensis	0.0335411	0.0	0.0	0.0
2.1.1.63-RXN: (expasy) Methylated-DNA--[protein]-cysteine S-methyltransferase [2.1.1.63]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0983159	0.0	0.0	0.0
2.1.1.63-RXN: (expasy) Methylated-DNA--[protein]-cysteine S-methyltransferase [2.1.1.63]|unclassified	0.31468060000000003	0.0524792	0.0	0.15244265999999998
2.1.1.64-RXN: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]	0.5968242999999999	0.297599	0.0	0.306223
2.1.1.64-RXN: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]|g__Alteromonas.s__Alteromonas_macleodii	0.0457555	0.07581	0.0	0.0
2.1.1.64-RXN: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00851103	0.0221761	0.0	0.0375281
2.1.1.64-RXN: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0353402	0.0919444	0.0	0.086656
2.1.1.64-RXN: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0461001	0.0	0.0
2.1.1.64-RXN: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0991327	0.0	0.0	0.0
2.1.1.64-RXN: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]|unclassified	0.4080848	0.0615679	0.0	0.182039
2.1.1.72-RXN: (expasy) Site-specific DNA-methyltransferase (adenine-specific) [2.1.1.72]	0.6364929	3.6966516000000005	0.2987082	0.1291252
2.1.1.72-RXN: (expasy) Site-specific DNA-methyltransferase (adenine-specific) [2.1.1.72]|unclassified	0.6364929	3.6966516000000005	0.2987082	0.1291252
2.1.1.74-RXN: (expasy) (NAD(P)H-oxidizing) [2.1.1.74]	0.27444569999999996	0.21564850000000002	0.0	0.282178
2.1.1.74-RXN: (expasy) (NAD(P)H-oxidizing) [2.1.1.74]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00751864	0.0	0.0	0.0639527
2.1.1.74-RXN: (expasy) (NAD(P)H-oxidizing) [2.1.1.74]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0794307	0.0	0.0	0.111977
2.1.1.74-RXN: (expasy) (NAD(P)H-oxidizing) [2.1.1.74]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0431893	0.0	0.0	0.0
2.1.1.74-RXN: (expasy) (NAD(P)H-oxidizing) [2.1.1.74]|unclassified	0.144307	0.21564850000000002	0.0	0.106249
2.1.1.77-RXN: (expasy) Protein-L-isoaspartate(D-aspartate) O-methyltransferase [2.1.1.77]	0.4553326	0.166266	0.0	0.235724
2.1.1.77-RXN: (expasy) Protein-L-isoaspartate(D-aspartate) O-methyltransferase [2.1.1.77]|g__Alteromonas.s__Alteromonas_macleodii	0.0653941	0.0	0.0	0.0
2.1.1.77-RXN: (expasy) Protein-L-isoaspartate(D-aspartate) O-methyltransferase [2.1.1.77]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.021269	0.0	0.0	0.110848
2.1.1.77-RXN: (expasy) Protein-L-isoaspartate(D-aspartate) O-methyltransferase [2.1.1.77]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0165395	0.0	0.0	0.124876
2.1.1.77-RXN: (expasy) Protein-L-isoaspartate(D-aspartate) O-methyltransferase [2.1.1.77]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.2714052	0.0	0.0	0.0
2.1.1.77-RXN: (expasy) Protein-L-isoaspartate(D-aspartate) O-methyltransferase [2.1.1.77]|unclassified	0.0807247	0.166266	0.0	0.0
2.1.1.79-RXN: (expasy) Cyclopropane-fatty-acyl-phospholipid synthase [2.1.1.79]	0.0865648	0.0	0.0	0.0
2.1.1.79-RXN: (expasy) Cyclopropane-fatty-acyl-phospholipid synthase [2.1.1.79]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0539702	0.0	0.0	0.0
2.1.1.79-RXN: (expasy) Cyclopropane-fatty-acyl-phospholipid synthase [2.1.1.79]|unclassified	0.0325946	0.0	0.0	0.0
2.1.3.1-RXN: (expasy) Methylmalonyl-CoA carboxytransferase [2.1.3.1]	0.15285490000000002	0.33541719999999997	0.3477469	0.1046279
2.1.3.1-RXN: (expasy) Methylmalonyl-CoA carboxytransferase [2.1.3.1]|g__Cutibacterium.s__Cutibacterium_acnes	0.0	0.0	0.0	0.044938
2.1.3.1-RXN: (expasy) Methylmalonyl-CoA carboxytransferase [2.1.3.1]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.15285490000000002	0.0	0.0	0.0
2.1.3.1-RXN: (expasy) Methylmalonyl-CoA carboxytransferase [2.1.3.1]|unclassified	0.0	0.33541719999999997	0.3477469	0.0596899
2.3.1.101-RXN: (expasy) Formylmethanofuran--tetrahydromethanopterin N-formyltransferase [2.3.1.101]	0.3290941	0.0563866	0.138784	0.0
2.3.1.101-RXN: (expasy) Formylmethanofuran--tetrahydromethanopterin N-formyltransferase [2.3.1.101]|unclassified	0.3290941	0.0563866	0.138784	0.0
2.3.1.157-RXN: (expasy) Glucosamine-1-phosphate N-acetyltransferase [2.3.1.157]	0.16489016	0.0806704	0.0	0.142427
2.3.1.157-RXN: (expasy) Glucosamine-1-phosphate N-acetyltransferase [2.3.1.157]|g__Alteromonas.s__Alteromonas_macleodii	0.0398966	0.0806704	0.0	0.0
2.3.1.157-RXN: (expasy) Glucosamine-1-phosphate N-acetyltransferase [2.3.1.157]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0175733	0.0	0.0	0.0273973
2.3.1.157-RXN: (expasy) Glucosamine-1-phosphate N-acetyltransferase [2.3.1.157]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0443949	0.0	0.0	0.11503
2.3.1.157-RXN: (expasy) Glucosamine-1-phosphate N-acetyltransferase [2.3.1.157]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0533135	0.0	0.0	0.0
2.3.1.157-RXN: (expasy) Glucosamine-1-phosphate N-acetyltransferase [2.3.1.157]|unclassified	0.00971196	0.0	0.0	0.0
2.3.1.168-RXN: (expasy) Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase [2.3.1.168]	0.0	0.0	0.0	0.0693608
2.3.1.168-RXN: (expasy) Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase [2.3.1.168]|unclassified	0.0	0.0	0.0	0.0693608
2.3.1.179-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]	0.8515050999999999	2.8647538000000003	0.0742067	0.5417607
2.3.1.179-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.1422046	0.0315756	0.0	0.328299
2.3.1.179-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.055550600000000006	0.0188679	0.0	0.12383129999999999
2.3.1.179-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]|g__Erythrobacter.s__Erythrobacter_flavus	0.0	0.0503911	0.0	0.0
2.3.1.179-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.012635	0.0	0.0
2.3.1.179-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]|g__Prochlorococcus.s__Prochlorococcus_marinus	0.0391727	0.0	0.0	0.0
2.3.1.179-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.1301037	0.0	0.0	0.0
2.3.1.179-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]|unclassified	0.4844733	2.7512842	0.0742067	0.0896297
2.3.1.180-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase III [2.3.1.180]	3.023925	1.7097678	0.0	0.3767059
2.3.1.180-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase III [2.3.1.180]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00635259	0.00822807	0.0	0.120366
2.3.1.180-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase III [2.3.1.180]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0650886	0.0593337	0.0	0.225144
2.3.1.180-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase III [2.3.1.180]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0867529	0.0	0.0	0.0
2.3.1.180-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase III [2.3.1.180]|unclassified	2.8657310000000003	1.642206	0.0	0.0311959
2.3.1.184-RXN: (expasy) Acyl-homoserine-lactone synthase [2.3.1.184]	0.0705326	0.0	0.0	0.0787526
2.3.1.184-RXN: (expasy) Acyl-homoserine-lactone synthase [2.3.1.184]|unclassified	0.0705326	0.0	0.0	0.0787526
2.3.1.41-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]	1.0114067	0.6691404999999999	0.16416	0.4138263
2.3.1.41-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]|g__Alteromonas.s__Alteromonas_macleodii	0.031391	0.0	0.0	0.0
2.3.1.41-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0	0.0	0.0	0.0619793
2.3.1.41-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0949437	0.0	0.0	0.151158
2.3.1.41-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]|g__Cutibacterium.s__Cutibacterium_acnes	0.0336295	0.0	0.0	0.0
2.3.1.41-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.1708925	0.0	0.0	0.0
2.3.1.41-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]|unclassified	0.68055	0.6691404999999999	0.16416	0.200689
2.3.1.89-RXN: (expasy) Tetrahydrodipicolinate N-acetyltransferase [2.3.1.89]	0.11368439999999999	0.0	0.0	0.0469206
2.3.1.89-RXN: (expasy) Tetrahydrodipicolinate N-acetyltransferase [2.3.1.89]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.085506	0.0	0.0	0.0
2.3.1.89-RXN: (expasy) Tetrahydrodipicolinate N-acetyltransferase [2.3.1.89]|g__Staphylococcus.s__Staphylococcus_epidermidis	0.0281784	0.0	0.0	0.0
2.3.1.89-RXN: (expasy) Tetrahydrodipicolinate N-acetyltransferase [2.3.1.89]|unclassified	0.0	0.0	0.0	0.0469206
2.3.2.15-RXN: (expasy) Glutathione gamma-glutamylcysteinyltransferase [2.3.2.15]	0.0	0.0708963	0.0	0.0
2.3.2.15-RXN: (expasy) Glutathione gamma-glutamylcysteinyltransferase [2.3.2.15]|unclassified	0.0	0.0708963	0.0	0.0
2.4.1.129-RXN: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]	0.5586062	0.1009488	0.0	0.20436379999999998
2.4.1.129-RXN: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]|g__Alteromonas.s__Alteromonas_macleodii	0.0810453	0.0	0.0	0.0
2.4.1.129-RXN: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0252583	0.0	0.0	0.0182668
2.4.1.129-RXN: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0465525	0.0	0.0	0.0910288
2.4.1.129-RXN: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0901235	0.0	0.0	0.0
2.4.1.129-RXN: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]|unclassified	0.3156266	0.1009488	0.0	0.0950678
2.4.1.213-RXN: (expasy) Glucosylglycerol-phosphate synthase [2.4.1.213]	0.0	1.65122	0.0	0.0
2.4.1.213-RXN: (expasy) Glucosylglycerol-phosphate synthase [2.4.1.213]|unclassified	0.0	1.65122	0.0	0.0
2.4.2.31-RXN: (expasy) NAD(+)--protein-arginine ADP-ribosyltransferase [2.4.2.31]	0.0261453	0.0	0.0	0.0
2.4.2.31-RXN: (expasy) NAD(+)--protein-arginine ADP-ribosyltransferase [2.4.2.31]|unclassified	0.0261453	0.0	0.0	0.0
2.5.1.19-RXN: (expasy) 3-phosphoshikimate 1-carboxyvinyltransferase [2.5.1.19]	0.2320429	1.3278259	0.0	0.1269
2.5.1.19-RXN: (expasy) 3-phosphoshikimate 1-carboxyvinyltransferase [2.5.1.19]|g__Alteromonas.s__Alteromonas_macleodii	0.0163146	0.0618774	0.0	0.0
2.5.1.19-RXN: (expasy) 3-phosphoshikimate 1-carboxyvinyltransferase [2.5.1.19]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00226924	0.0	0.0	0.0683409
2.5.1.19-RXN: (expasy) 3-phosphoshikimate 1-carboxyvinyltransferase [2.5.1.19]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.107913	0.0	0.0	0.0585594
2.5.1.19-RXN: (expasy) 3-phosphoshikimate 1-carboxyvinyltransferase [2.5.1.19]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0357401	0.0	0.0	0.0
2.5.1.19-RXN: (expasy) 3-phosphoshikimate 1-carboxyvinyltransferase [2.5.1.19]|unclassified	0.0698062	1.2659485	0.0	0.0
2.5.1.46-RXN: (expasy) Deoxyhypusine synthase [2.5.1.46]	0.0	0.382453	0.0	0.0
2.5.1.46-RXN: (expasy) Deoxyhypusine synthase [2.5.1.46]|unclassified	0.0	0.382453	0.0	0.0
2.5.1.64-RXN: (expasy) synthase [2.2.1.9]	0.0232401	0.0	0.0	0.0669357
2.5.1.64-RXN: (expasy) synthase [2.2.1.9]|unclassified	0.0232401	0.0	0.0	0.0669357
2.6.1.18-RXN: (expasy) Beta-alanine--pyruvate transaminase [2.6.1.18]	0.1989585	0.0	0.0	0.200162
2.6.1.18-RXN: (expasy) Beta-alanine--pyruvate transaminase [2.6.1.18]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.13264779999999998	0.0	0.0	0.0
2.6.1.18-RXN: (expasy) Beta-alanine--pyruvate transaminase [2.6.1.18]|unclassified	0.0663107	0.0	0.0	0.200162
2.6.1.37-RXN: (metacyc) phosphonoacetaldehyde transaminase [2.6.1.37]	0.0	0.0	0.0	0.0771919
2.6.1.37-RXN: (metacyc) phosphonoacetaldehyde transaminase [2.6.1.37]|unclassified	0.0	0.0	0.0	0.0771919
2.6.1.57-RXN: (expasy) Aromatic-amino-acid transaminase [2.6.1.57]	0.030132	0.0	0.0	0.0
2.6.1.57-RXN: (expasy) Aromatic-amino-acid transaminase [2.6.1.57]|unclassified	0.030132	0.0	0.0	0.0
2.6.1.82-RXN: (expasy) Putrescine--2-oxoglutarate transaminase [2.6.1.82]	0.38373399999999996	0.0	0.0	0.0
2.6.1.82-RXN: (expasy) Putrescine--2-oxoglutarate transaminase [2.6.1.82]|unclassified	0.38373399999999996	0.0	0.0	0.0
2.7.1.148-RXN: (expasy) 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase [2.7.1.148]	0.1246689	0.0	0.0	0.101706
2.7.1.148-RXN: (expasy) 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase [2.7.1.148]|g__Bacillus.s__Bacillus_hisashii	0.0149666	0.0	0.0	0.0
2.7.1.148-RXN: (expasy) 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase [2.7.1.148]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.072929	0.0	0.0	0.101706
2.7.1.148-RXN: (expasy) 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase [2.7.1.148]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0367733	0.0	0.0	0.0
2.7.1.156-RXN: (expasy) Adenosylcobinamide kinase [2.7.1.156]	0.2165547	0.0	0.0	0.349516
2.7.1.156-RXN: (expasy) Adenosylcobinamide kinase [2.7.1.156]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0600274	0.0	0.0	0.24136
2.7.1.156-RXN: (expasy) Adenosylcobinamide kinase [2.7.1.156]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.117668	0.0	0.0	0.108156
2.7.1.156-RXN: (expasy) Adenosylcobinamide kinase [2.7.1.156]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0388597	0.0	0.0	0.0
2.7.1.90-RXN: (expasy) Diphosphate--fructose-6-phosphate 1-phosphotransferase [2.7.1.90]	0.0554947	0.0	0.0	0.0
